student_id,full_name,email,phone,age,grade,city,school,enrolled_course,join_date,last_active,xp_points,lessons_completed,streak_days,quizzes_attempted,quiz_avg_score,badge,island_level,subscription_plan,referral_code,score_html_css,score_javascript,score_react,score_nodejs,score_express,score_mongodb,weakest_topic,strongest_topic,w01_active_days,w02_active_days,w03_active_days,w04_active_days,w05_active_days,w06_active_days,w07_active_days,w08_active_days,w09_active_days,w10_active_days,w11_active_days,w12_active_days,w13_active_days,w14_active_days,w15_active_days,w16_active_days,w17_active_days,w18_active_days,xp_w01,xp_w02,xp_w03,xp_w04,xp_w05,xp_w06,xp_w07,xp_w08,xp_w09,xp_w10,xp_w11,xp_w12,xp_w13,xp_w14,xp_w15,xp_w16,xp_w17,xp_w18,avg_daily_study_minutes,peak_study_hour,total_study_hours,longest_streak_ever,avg_quiz_attempts_per_lesson,days_enrolled,badge_rank,topic_avg,final_performance,risk_level,total_active_days,recent_active_days,activity_consistency,xp_growth,recent_xp_growth,engagement_score,learning_velocity,consistency_score,predicted_next_xp,ai_recommended_focus,ai_improvement_tip
LK0092,Advait Singh,advait.singh85@gmail.com,9639519177,12,7th,Bangalore,Delhi Public School,MERN Stack Basics - Batch 7,2024-02-20,2025-02-04,3911,77,55,48,48.4,Coder,7,Pro,LKAD1831,52.8,30.8,40.6,33.3,50.0,45.6,Javascript,Html Css,0.0,3.0,1.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,7.0,4.0,7.0,4.0,7.0,5.0,7.0,4.0,89.0,205.0,321.0,458.0,604.0,788.0,978.0,1175.0,1387.0,1601.0,1847.0,2113.0,2384.0,2672.0,2966.0,3266.0,3585.0,3911.0,5.0,17.0,4.9,73.0,0.62,350,2,42.18,45.91,High Risk,59.0,23.0,3.278,3822.0,1239.0,60.06,66.29,61.68,5171.0,JavaScript,Revise quiz topics daily. | Focus on JavaScript to boost topic scores.
LK0093,Kiara Rastogi,kiara.rastogi27@gmail.com,9472564079,14,8th,Ahmedabad,St. Xavier's School,MERN Stack Basics - Batch 6,2024-04-20,2025-02-27,368,1,52,43,61.5,Explorer,4,Basic,LKKI8192,72.8,63.6,42.3,65.4,69.9,40.6,Mongodb,Html Css,0.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,7.0,7.0,5.0,7.0,4.0,7.0,6.0,7.0,8.0,17.0,27.0,38.0,49.0,64.0,83.0,103.0,125.0,148.0,171.0,197.0,224.0,251.0,278.0,307.0,337.0,368.0,7.7,8.0,8.1,55.0,43.0,313,1,59.1,60.54,Medium Risk,63.0,24.0,3.5,360.0,117.0,39.81,5.84,61.24,488.0,MongoDB,Focus on MongoDB to boost topic scores.
LK0094,Ankita Yadav,ankita.yadav33@gmail.com,9369421250,13,8th,Ahmedabad,Bal Bharati Public School,MERN Stack Basics - Batch 7,2024-12-23,2025-04-28,831,9,62,1,36.8,Coder,5,Basic,LKAN5552,29.2,63.9,40.9,34.1,42.4,19.7,Mongodb,Javascript,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,7.0,6.0,4.0,4.0,7.0,7.0,7.0,4.0,7.0,21.0,44.0,72.0,104.0,141.0,178.0,218.0,257.0,297.0,338.0,381.0,439.0,500.0,563.0,626.0,691.0,757.0,831.0,5.0,11.0,5.0,72.0,0.11,126,2,38.37,37.43,High Risk,60.0,25.0,3.333,810.0,268.0,23.13,13.85,57.87,1104.33,MongoDB,Revise quiz topics daily. | Focus on MongoDB to boost topic scores.
LK0095,Avni Singh,avni.singh40@gmail.com,9613476817,12,8th,Jaipur,The Shri Ram School,MERN Stack Basics - Batch 7,2025-03-31,2025-02-20,896,29,106,42,90.6,Champion,1,Free,LKAV3284,99.0,99.0,83.9,99.0,92.5,99.0,React,Html Css,3.0,2.0,6.0,4.0,5.0,7.0,4.0,7.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,23.0,51.0,83.0,116.0,153.0,191.0,238.0,289.0,341.0,394.0,447.0,504.0,565.0,628.0,693.0,757.0,823.0,896.0,180.0,18.0,303.0,116.0,1.45,1,5,95.4,92.52,Low Risk,101.0,26.0,5.611,873.0,268.0,75.48,8.87,87.01,1166.67,React,Great work! Keep maintaining your current study habits.
LK0096,Krishna Shukla,krishna.shukla74@gmail.com,9681518666,13,6th,Kolkata,The Shri Ram School,MERN Stack Basics - Batch 8,2024-09-04,2025-06-14,609,62,25,19,72.9,Innovator,1,Free,LKKR5886,69.4,61.6,88.0,70.5,48.4,99.0,Express,Mongodb,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,6.0,4.0,16.0,33.0,54.0,77.0,104.0,132.0,160.0,189.0,218.0,250.0,289.0,329.0,372.0,416.0,463.0,510.0,560.0,609.0,7.2,17.0,2.9,27.0,0.31,283,4,72.82,72.87,Medium Risk,24.0,18.0,1.333,593.0,193.0,20.21,25.38,32.69,803.67,Express,Great work! Keep maintaining your current study habits.
LK0097,Yash Sharma,yash.sharma65@gmail.com,9300252743,11,7th,Lucknow,Modern School,MERN Stack Basics - Batch 6,2024-09-18,2025-04-01,671,35,39,28,95.2,Beginner,8,Free,LKYA9095,88.8,78.5,93.6,99.0,95.8,99.0,Javascript,Nodejs,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,4.0,5.0,7.0,5.0,7.0,6.0,14.0,28.0,46.0,64.0,86.0,116.0,147.0,182.0,221.0,264.0,307.0,352.0,398.0,445.0,494.0,548.0,605.0,671.0,10.6,11.0,8.5,49.0,0.8,195,0,92.45,94.1,Low Risk,48.0,25.0,2.667,657.0,226.0,30.31,13.98,57.15,907.0,JavaScript,Great work! Keep maintaining your current study habits.
LK0098,Varun Patel,varun.patel37@gmail.com,9580347387,14,6th,Kolkata,The Shri Ram School,MERN Stack Basics - Batch 8,2024-07-29,2025-06-25,4388,47,105,18,66.8,Beginner,10,Basic,LKVA5153,88.2,57.3,74.3,45.2,78.5,50.4,Nodejs,Html Css,5.0,1.0,3.0,7.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,82.0,180.0,297.0,422.0,556.0,761.0,1003.0,1267.0,1535.0,1812.0,2090.0,2382.0,2698.0,3022.0,3347.0,3686.0,4027.0,4388.0,5.0,19.0,8.0,137.0,0.38,331,0,65.65,66.34,Medium Risk,96.0,26.0,5.333,4306.0,1366.0,57.94,45.71,85.68,5776.0,Node.js,Great work! Keep maintaining your current study habits.
LK0099,Sanya Singh,sanya.singh10@gmail.com,9333624445,12,8th,Gurugram,Ryan International School,MERN Stack Basics - Batch 7,2024-07-29,2025-04-09,559,53,90,9,55.5,Beginner,4,Free,LKSA1740,56.8,28.9,44.8,46.3,64.3,67.5,Javascript,Mongodb,3.0,3.0,3.0,1.0,5.0,6.0,6.0,7.0,5.0,7.0,5.0,7.0,4.0,7.0,7.0,5.0,4.0,7.0,13.0,28.0,45.0,62.0,79.0,102.0,124.0,147.0,170.0,193.0,226.0,263.0,305.0,350.0,399.0,451.0,505.0,559.0,5.3,9.0,8.1,101.0,0.17,254,0,51.43,53.87,High Risk,92.0,23.0,5.111,546.0,209.0,34.32,6.08,82.78,772.33,JavaScript,Revise quiz topics daily. | Focus on JavaScript to boost topic scores.
LK0100,Ritvik Rastogi,ritvik.rastogi84@gmail.com,9329713638,13,8th,Indore,Ryan International School,MERN Stack Basics - Batch 8,2025-02-08,2025-06-16,2772,34,11,19,36.0,Innovator,3,Free,LKRI2776,42.1,18.5,51.9,22.0,31.0,5.0,Mongodb,React,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,68.0,138.0,209.0,294.0,394.0,505.0,630.0,756.0,887.0,1017.0,1148.0,1333.0,1534.0,1740.0,1976.0,2223.0,2494.0,2772.0,5.0,10.0,1.2,13.0,0.56,128,4,28.42,32.97,High Risk,14.0,9.0,0.778,2704.0,1032.0,26.72,198.0,21.1,3833.33,MongoDB,Revise quiz topics daily. | Increase weekly activity — aim for 5 active days per week. | Focus on MongoDB to boost topic scores.
LK0101,Muskan Kapoor,muskan.kapoor94@gmail.com,9168602733,14,8th,Noida,Bal Bharati Public School,MERN Stack Basics - Batch 7,2024-02-20,2025-05-30,3242,60,20,7,35.8,Explorer,6,Basic,LKMU2342,44.4,34.7,45.9,24.1,21.2,42.9,Express,React,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,5.0,6.0,69.0,143.0,233.0,337.0,449.0,571.0,696.0,830.0,991.0,1166.0,1363.0,1585.0,1814.0,2076.0,2350.0,2628.0,2925.0,3242.0,5.0,18.0,2.2,23.0,0.12,465,1,35.53,35.69,High Risk,26.0,19.0,1.444,3173.0,1166.0,25.82,124.69,26.82,4431.33,Express,Revise quiz topics daily. | Focus on Express to boost topic scores.
LK0102,Vihaan Tiwari,vihaan.tiwari83@gmail.com,9723181867,11,8th,Bhopal,Ryan International School,MERN Stack Basics - Batch 8,2024-06-13,2025-03-07,1120,28,113,47,45.1,Explorer,3,Basic,LKVI5226,88.9,46.2,45.3,20.3,77.5,17.2,Mongodb,Html Css,0.0,6.0,5.0,5.0,7.0,4.0,7.0,7.0,4.0,7.0,6.0,5.0,7.0,7.0,7.0,5.0,4.0,7.0,22.0,46.0,73.0,109.0,149.0,189.0,232.0,278.0,328.0,393.0,459.0,531.0,620.0,710.0,805.0,909.0,1014.0,1120.0,5.7,11.0,9.5,146.0,1.68,267,1,49.23,46.75,High Risk,100.0,23.0,5.556,1098.0,410.0,56.48,11.2,84.06,1540.0,MongoDB,Revise quiz topics daily. | Focus on MongoDB to boost topic scores.
LK0103,Aarohi Malhotra,aarohi.malhotra56@gmail.com,9673342539,13,8th,Mumbai,DAV Public School,MERN Stack Basics - Batch 6,2025-01-20,2025-03-31,2576,52,109,13,67.5,Innovator,1,Free,LKAA9175,89.1,75.1,82.1,56.7,55.3,64.8,Express,Html Css,3.0,1.0,6.0,6.0,6.0,6.0,4.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,7.0,64.0,138.0,214.0,315.0,432.0,554.0,682.0,823.0,964.0,1123.0,1283.0,1443.0,1615.0,1802.0,1994.0,2187.0,2380.0,2576.0,22.4,16.0,34.7,110.0,0.25,70,4,70.52,68.71,Medium Risk,93.0,19.0,5.167,2512.0,774.0,53.05,27.7,84.78,3352.0,Express,Great work! Keep maintaining your current study habits.
LK0104,Aryan Singh,aryan.singh10@gmail.com,9775834044,11,8th,Bangalore,Amity International School,MERN Stack Basics - Batch 6,2024-04-12,2025-06-10,718,6,73,14,45.1,Explorer,10,Free,LKAR6406,48.0,18.9,52.0,65.2,54.5,35.1,Javascript,Nodejs,4.0,0.0,3.0,0.0,2.0,3.0,0.0,7.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,6.0,6.0,18.0,38.0,58.0,89.0,119.0,153.0,187.0,224.0,263.0,304.0,350.0,396.0,443.0,494.0,546.0,603.0,660.0,718.0,5.0,19.0,5.7,85.0,2.33,424,1,45.62,45.31,High Risk,68.0,20.0,3.778,700.0,224.0,32.29,10.56,72.61,947.33,JavaScript,Revise quiz topics daily. | Focus on JavaScript to boost topic scores.
LK0105,Pranav Srivastava,pranav.srivastava84@gmail.com,9222242602,11,6th,Delhi,DAV Public School,MERN Stack Basics - Batch 8,2024-09-10,2025-01-24,4219,29,7,8,64.5,Explorer,5,Free,LKPR3397,47.7,65.0,90.2,76.2,80.7,53.3,Html Css,React,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,84.0,186.0,290.0,434.0,591.0,770.0,968.0,1180.0,1419.0,1681.0,1964.0,2252.0,2553.0,2864.0,3180.0,3497.0,3819.0,4219.0,13.5,15.0,3.4,9.0,0.28,136,1,68.85,66.24,Medium Risk,15.0,9.0,0.833,4135.0,1355.0,27.89,281.27,5.66,5604.33,HTML & CSS,Increase weekly activity — aim for 5 active days per week.
LK0106,Karan Singh,karan.singh91@gmail.com,9891169256,11,7th,Indore,Ryan International School,MERN Stack Basics - Batch 6,2025-03-10,2025-06-26,4886,42,60,40,57.6,Coder,3,Free,LKKA3277,82.8,37.4,45.9,61.8,46.9,81.4,Javascript,Html Css,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,7.0,7.0,4.0,7.0,6.0,6.0,7.0,7.0,92.0,211.0,343.0,494.0,657.0,843.0,1063.0,1323.0,1588.0,1871.0,2164.0,2490.0,2851.0,3219.0,3611.0,4025.0,4455.0,4886.0,7.7,19.0,9.1,78.0,0.95,108,2,59.37,58.31,Medium Risk,71.0,26.0,3.944,4794.0,1667.0,63.37,68.82,68.25,6586.0,JavaScript,Revise quiz topics daily. | Focus on JavaScript to boost topic scores.
LK0107,Pranav Dubey,pranav.dubey28@gmail.com,9132516105,11,8th,Lucknow,Bal Bharati Public School,MERN Stack Basics - Batch 8,2025-03-11,2025-05-21,1046,20,109,26,50.8,Beginner,7,Basic,LKPR2462,40.2,56.3,20.2,62.6,71.0,36.1,React,Express,5.0,0.0,5.0,7.0,6.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,6.0,7.0,6.0,5.0,4.0,4.0,24.0,53.0,83.0,115.0,156.0,197.0,240.0,285.0,337.0,390.0,445.0,502.0,569.0,653.0,740.0,840.0,942.0,1046.0,10.7,11.0,15.9,120.0,1.3,71,0,47.73,49.57,High Risk,89.0,19.0,4.944,1022.0,393.0,47.21,11.75,84.38,1454.0,React,Revise quiz topics daily. | Focus on React to boost topic scores.
LK0108,Aisha Mishra,aisha.mishra52@gmail.com,9870327047,14,7th,Gurugram,Delhi Public School,MERN Stack Basics - Batch 8,2024-11-09,2025-02-04,210,78,52,31,65.3,Innovator,7,Pro,LKAI5323,69.3,34.2,67.9,98.4,94.7,62.1,Javascript,Nodejs,2.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,7.0,6.0,4.0,7.0,7.0,6.0,7.0,3.0,5.0,10.0,15.0,21.0,28.0,36.0,45.0,55.0,66.0,81.0,96.0,112.0,128.0,143.0,159.0,176.0,193.0,210.0,31.6,7.0,31.6,64.0,0.4,87,4,71.1,67.62,Medium Risk,60.0,23.0,3.333,205.0,67.0,38.89,3.5,60.31,278.0,JavaScript,Great work! Keep maintaining your current study habits.
LK0109,Varun Kumar,varun.kumar74@gmail.com,9708482329,13,8th,Chennai,Ryan International School,MERN Stack Basics - Batch 6,2024-03-21,2025-05-06,3574,33,77,2,46.4,Coder,6,Basic,LKVA8134,61.8,59.0,21.9,40.2,72.9,60.6,React,Express,0.0,3.0,0.0,2.0,4.0,1.0,4.0,4.0,6.0,6.0,5.0,6.0,4.0,4.0,5.0,6.0,5.0,3.0,69.0,147.0,262.0,397.0,537.0,681.0,840.0,1031.0,1225.0,1433.0,1653.0,1881.0,2115.0,2371.0,2653.0,2951.0,3251.0,3574.0,10.3,22.0,11.7,82.0,0.06,411,2,52.73,48.93,High Risk,68.0,19.0,3.778,3505.0,1203.0,43.18,52.56,74.83,4802.0,React,Revise quiz topics daily. | Focus on React to boost topic scores.
LK0110,Simran Sharma,simran.sharma64@gmail.com,9927239705,14,6th,Mumbai,Modern School,MERN Stack Basics - Batch 8,2025-03-31,2025-03-07,992,67,36,29,43.1,Beginner,1,Basic,LKSI6719,49.6,60.6,62.2,49.1,24.8,51.0,Express,React,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,18.0,46.0,78.0,113.0,149.0,187.0,231.0,276.0,330.0,395.0,463.0,535.0,609.0,684.0,760.0,838.0,915.0,992.0,180.0,11.0,132.0,46.0,0.43,1,0,49.55,45.68,High Risk,44.0,18.0,2.444,974.0,308.0,54.46,22.55,65.09,1301.33,Express,Revise quiz topics daily. | Focus on Express to boost topic scores.
LK0111,Parth Patel,parth.patel70@gmail.com,9546828317,11,7th,Gurugram,St. Xavier's School,MERN Stack Basics - Batch 8,2024-03-25,2025-04-20,2380,71,28,29,98.3,Beginner,10,Pro,LKPA7387,99.0,99.0,98.6,81.1,99.0,99.0,Nodejs,Html Css,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,4.0,6.0,53.0,107.0,183.0,263.0,358.0,461.0,569.0,679.0,799.0,927.0,1056.0,1197.0,1346.0,1515.0,1719.0,1928.0,2138.0,2380.0,5.1,7.0,2.7,33.0,0.41,391,0,95.95,97.36,Low Risk,32.0,24.0,1.778,2327.0,865.0,34.85,74.38,33.34,3261.33,Node.js,Great work! Keep maintaining your current study habits.
LK0112,Sneha Bajaj,sneha.bajaj88@gmail.com,9939872719,12,6th,Ahmedabad,The Shri Ram School,MERN Stack Basics - Batch 6,2025-02-24,2025-02-19,3947,51,84,46,86.0,Coder,4,Free,LKSN2399,77.4,83.1,83.1,99.0,70.4,80.9,Express,Nodejs,4.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,7.0,7.0,7.0,4.0,6.0,7.0,6.0,7.0,6.0,7.0,94.0,194.0,305.0,419.0,533.0,661.0,813.0,974.0,1161.0,1395.0,1628.0,1878.0,2166.0,2481.0,2825.0,3176.0,3527.0,3947.0,180.0,8.0,267.0,104.0,0.9,1,2,82.32,84.53,Low Risk,89.0,26.0,4.944,3853.0,1466.0,91.07,44.35,80.5,5443.0,Express,Great work! Keep maintaining your current study habits.
LK0113,Muskan Joshi,muskan.joshi35@gmail.com,9878692594,12,7th,Chandigarh,Kendriya Vidyalaya,MERN Stack Basics - Batch 7,2024-04-02,2025-03-04,1826,28,79,45,80.6,Champion,6,Free,LKMU9082,77.0,62.3,92.8,99.0,89.8,99.0,Javascript,Nodejs,1.0,1.0,3.0,1.0,2.0,2.0,4.0,7.0,7.0,4.0,7.0,4.0,5.0,6.0,5.0,4.0,6.0,3.0,39.0,82.0,126.0,199.0,278.0,369.0,460.0,554.0,649.0,757.0,875.0,997.0,1119.0,1243.0,1375.0,1513.0,1661.0,1826.0,5.8,20.0,7.0,82.0,1.61,336,5,86.65,83.02,Low Risk,72.0,18.0,4.0,1787.0,583.0,55.32,25.36,74.66,2427.33,JavaScript,Great work! Keep maintaining your current study habits.
LK0114,Ruchika Reddy,ruchika.reddy31@gmail.com,9863078364,12,7th,Indore,Bal Bharati Public School,MERN Stack Basics - Batch 7,2024-01-05,2025-04-13,4147,41,75,49,93.2,Explorer,10,Pro,LKRU4815,87.7,99.0,69.9,99.0,99.0,84.7,React,Javascript,0.0,3.0,0.0,2.0,2.0,2.0,4.0,5.0,7.0,7.0,7.0,5.0,7.0,6.0,4.0,7.0,4.0,3.0,93.0,229.0,373.0,523.0,688.0,868.0,1049.0,1236.0,1430.0,1625.0,1833.0,2114.0,2410.0,2708.0,3034.0,3373.0,3717.0,4147.0,5.4,11.0,6.8,77.0,1.2,464,1,89.88,91.87,Low Risk,75.0,18.0,4.167,4054.0,1439.0,67.77,55.29,72.22,5631.0,React,Great work! Keep maintaining your current study habits.
LK0115,Deepa Agarwal,deepa.agarwal45@gmail.com,9614854302,13,7th,Ahmedabad,Kendriya Vidyalaya,MERN Stack Basics - Batch 7,2024-01-24,2025-04-20,1243,16,108,36,88.6,Coder,6,Free,LKDE1164,99.0,99.0,99.0,98.6,84.7,78.4,Mongodb,Html Css,4.0,2.0,7.0,4.0,7.0,7.0,5.0,5.0,7.0,5.0,6.0,4.0,6.0,7.0,6.0,7.0,7.0,7.0,24.0,59.0,96.0,136.0,180.0,227.0,275.0,328.0,395.0,469.0,550.0,634.0,719.0,812.0,913.0,1021.0,1132.0,1243.0,7.2,10.0,12.4,136.0,2.25,452,2,93.12,90.41,Low Risk,103.0,27.0,5.722,1219.0,431.0,52.32,12.07,87.37,1683.0,MongoDB,Great work! Keep maintaining your current study habits.
LK0116,Ishita Choudhary,ishita.choudhary94@gmail.com,9935184282,12,8th,Lucknow,St. Xavier's School,MERN Stack Basics - Batch 7,2025-03-12,2025-01-24,3143,55,10,38,49.7,Explorer,3,Pro,LKIS8857,22.5,24.5,53.1,42.9,37.1,49.1,Html Css,React,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,75.0,161.0,264.0,369.0,486.0,608.0,739.0,879.0,1026.0,1219.0,1433.0,1656.0,1884.0,2126.0,2369.0,2613.0,2871.0,3143.0,180.0,17.0,54.0,13.0,0.69,1,1,38.2,45.1,High Risk,18.0,12.0,1.0,3068.0,1017.0,50.99,174.61,8.71,4175.0,HTML & CSS,Revise quiz topics daily. | Focus on HTML & CSS to boost topic scores.
LK0117,Pranav Joshi,pranav.joshi40@gmail.com,9331500559,14,8th,Gurugram,Springdales School,MERN Stack Basics - Batch 6,2025-05-21,2025-01-30,4342,76,11,9,78.1,Beginner,5,Free,LKPR4279,58.2,97.5,78.0,64.4,84.1,95.3,Html Css,Javascript,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,90.0,185.0,308.0,432.0,560.0,711.0,913.0,1126.0,1340.0,1585.0,1838.0,2124.0,2444.0,2772.0,3131.0,3530.0,3933.0,4342.0,180.0,22.0,57.0,14.0,0.12,1,0,79.58,78.69,Low Risk,19.0,11.0,1.056,4252.0,1570.0,43.52,228.53,30.33,5956.67,HTML & CSS,Great work! Keep maintaining your current study habits.
LK0118,Kritika Patel,kritika.patel18@gmail.com,9722910450,13,6th,Pune,Modern School,MERN Stack Basics - Batch 7,2024-01-22,2025-05-31,317,48,35,19,50.8,Champion,9,Basic,LKKR2624,39.9,49.0,65.2,49.4,48.1,38.5,Mongodb,React,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,6.0,5.0,4.0,7.0,5.0,7.0,15.0,26.0,37.0,49.0,62.0,76.0,92.0,108.0,125.0,142.0,161.0,180.0,202.0,227.0,256.0,286.0,317.0,6.7,21.0,4.0,37.0,0.4,495,5,48.35,49.82,High Risk,36.0,21.0,2.0,310.0,115.0,21.81,8.81,44.1,437.0,MongoDB,Revise quiz topics daily. | Focus on MongoDB to boost topic scores.
LK0119,Navya Nair,navya.nair10@gmail.com,9954091555,11,8th,Pune,Amity International School,MERN Stack Basics - Batch 7,2024-10-17,2025-05-14,674,68,58,3,76.8,Coder,2,Pro,LKNA6365,83.2,66.3,70.1,80.8,71.6,99.0,Javascript,Mongodb,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,5.0,5.0,5.0,7.0,7.0,5.0,4.0,7.0,7.0,15.0,31.0,48.0,67.0,91.0,116.0,141.0,174.0,206.0,239.0,273.0,312.0,358.0,408.0,467.0,535.0,604.0,674.0,14.9,14.0,17.1,71.0,0.04,209,2,78.5,77.48,Low Risk,69.0,23.0,3.833,659.0,266.0,25.26,9.77,72.08,950.0,JavaScript,Great work! Keep maintaining your current study habits.
LK0120,Aisha Tiwari,aisha.tiwari70@gmail.com,9926204083,11,6th,Chandigarh,Bal Bharati Public School,MERN Stack Basics - Batch 7,2025-04-25,2025-05-12,1786,3,93,6,97.2,Champion,3,Basic,LKAI1847,99.0,85.2,98.1,99.0,98.0,99.0,Javascript,Html Css,4.0,2.0,1.0,2.0,5.0,5.0,6.0,6.0,5.0,4.0,6.0,5.0,4.0,6.0,7.0,5.0,5.0,7.0,33.0,68.0,106.0,146.0,208.0,282.0,392.0,502.0,611.0,722.0,837.0,954.0,1081.0,1213.0,1346.0,1491.0,1638.0,1786.0,5.0,8.0,7.1,117.0,2.0,17,5,96.38,96.87,Low Risk,85.0,24.0,4.722,1753.0,573.0,38.7,21.01,82.78,2372.67,JavaScript,Great work! Keep maintaining your current study habits.
LK0121,Aditya Saxena,aditya.saxena74@gmail.com,9331400596,14,8th,Chandigarh,Modern School,MERN Stack Basics - Batch 8,2025-04-01,2025-03-22,394,56,72,22,32.3,Coder,10,Free,LKAD9343,49.4,43.5,26.1,38.0,45.2,17.1,Mongodb,Html Css,0.0,0.0,0.0,4.0,4.0,3.0,4.0,4.0,5.0,7.0,5.0,7.0,7.0,6.0,6.0,7.0,4.0,6.0,8.0,16.0,25.0,36.0,50.0,64.0,81.0,99.0,121.0,145.0,170.0,198.0,228.0,259.0,292.0,325.0,359.0,394.0,180.0,21.0,237.0,91.0,0.39,1,2,36.55,34.0,High Risk,79.0,23.0,4.389,386.0,135.0,57.97,4.99,73.65,530.0,MongoDB,Revise quiz topics daily. | Focus on MongoDB to boost topic scores.
LK0122,Parth Agarwal,parth.agarwal48@gmail.com,9354038751,11,6th,Chandigarh,The Shri Ram School,MERN Stack Basics - Batch 8,2025-03-26,2025-06-04,1510,32,65,15,45.6,Champion,9,Free,LKPA1503,21.6,59.3,33.3,27.8,40.6,21.7,Html Css,Javascript,0.0,3.0,2.0,3.0,0.0,3.0,1.0,1.0,5.0,4.0,6.0,4.0,4.0,7.0,6.0,7.0,4.0,4.0,34.0,76.0,122.0,170.0,221.0,275.0,340.0,410.0,481.0,553.0,644.0,739.0,838.0,952.0,1082.0,1214.0,1355.0,1510.0,5.0,16.0,5.3,70.0,0.47,70,5,34.05,40.98,High Risk,64.0,21.0,3.556,1476.0,558.0,34.43,23.59,70.27,2080.67,HTML & CSS,Revise quiz topics daily. | Focus on HTML & CSS to boost topic scores.
LK0123,Sakshi Dubey,sakshi.dubey26@gmail.com,9303907838,13,6th,Mumbai,The Shri Ram School,MERN Stack Basics - Batch 8,2024-01-29,2025-06-04,2102,57,96,37,48.7,Innovator,2,Free,LKSA8807,47.8,38.6,44.9,67.4,49.2,24.9,Mongodb,Nodejs,4.0,4.0,1.0,4.0,7.0,6.0,6.0,6.0,5.0,7.0,5.0,6.0,5.0,7.0,5.0,7.0,7.0,3.0,48.0,96.0,150.0,231.0,315.0,404.0,502.0,615.0,732.0,862.0,996.0,1132.0,1277.0,1436.0,1597.0,1764.0,1932.0,2102.0,5.0,20.0,7.9,111.0,0.65,492,4,45.47,47.41,High Risk,95.0,22.0,5.278,2054.0,666.0,55.98,22.13,84.92,2775.33,MongoDB,Revise quiz topics daily. | Focus on MongoDB to boost topic scores.
LK0124,Avni Malhotra,avni.malhotra35@gmail.com,9122752397,11,7th,Gurugram,Springdales School,MERN Stack Basics - Batch 7,2024-11-28,2025-05-17,3466,47,81,24,35.8,Beginner,8,Free,LKAV5937,44.4,15.3,35.0,56.4,50.0,26.2,Javascript,Nodejs,3.0,1.0,2.0,2.0,4.0,0.0,5.0,7.0,6.0,4.0,5.0,5.0,6.0,6.0,5.0,7.0,6.0,4.0,65.0,140.0,225.0,325.0,445.0,588.0,774.0,963.0,1155.0,1355.0,1561.0,1772.0,2014.0,2280.0,2565.0,2852.0,3156.0,3466.0,5.0,13.0,6.5,83.0,0.51,170,0,37.88,36.63,High Risk,78.0,22.0,4.333,3401.0,1186.0,53.45,44.44,77.25,4667.33,JavaScript,Revise quiz topics daily. | Focus on JavaScript to boost topic scores.
